,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #,Departure,Return,Year,Country,Raw Costs
714,"June 25, 2022 - July 3, 2022",Lawrence Cohen,Juan Vargas,D,CA-51,Israel,American Isael Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025025.pdf,53,"June 25, 2022 "," July 3, 2022",2022,Israel,")
$7,113.94 $2,171.78 $1,198.28 $4,569.48
Traveler
Accompanying n/a n/a n/a n/a
"
715,"June 25, 2022 - July 3, 2022",Bonnie Krenz,Abigail Spanberger,D,VA-7,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024956.pdf,53,"June 25, 2022 "," July 3, 2022",2022,Israel,")
$7,179.94 $2,171.78 $1,198.28 $4,569.48
Traveler
Accompanying n/a n/a n/a n/a
"
716,"June 25, 2022 - July 3, 2022",Luisa del Rosal,Tony Gonzales,R,TX-23,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024966.pdf,53,"June 25, 2022 "," July 3, 2022",2022,Israel,")
$7,665.54 $2,171.78 $1,198.28 $4,569.48
Traveler
Accompanying n/a n/a n/a n/a
"
717,"June 25, 2022 - July 2, 2022",Dale Anderson,Doug Lamborn,R,CO-5,Tel Aviv,American Israel Education Foundation (AIEF),Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024915.pdf,53,"June 25, 2022 "," July 2, 2022",2022,Israel,")
$7,160.94 $2,171.78 $1,198.28 $4,569.48
Traveler
Accompanying n/a n/a n/a n/a
"
718,"June 26, 2022 - July 2, 2022",Donald Norcross,Donald W. Norcross,D,NJ-1,Tel Aviv,American Israel Education Foundation (AIEF),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024917.pdf,53,"June 26, 2022 "," July 2, 2022",2022,Israel,")
$9,607.03 $1,214.95 $952.87 $2,112.96
Traveler
Accompanying $9,607.03 $1,214.95 $952.87 $2,112.96
"
719,"June 26, 2022 - July 2, 2022",Jake Auchincloss,Jake Auchincloss,D,MA-4,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024921.pdf,53,"June 26, 2022 "," July 2, 2022",2022,Israel,")
$7,680.77 $1,214.95 $952.87 $2,112.96
Traveler
Accompanying $7,680.77 $1,214.95 $952.87 $2,112.96
"
720,"June 26, 2022 - July 2, 2022",Mike Turner,Michael R. Turner,R,OH-10,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024924.pdf,53,"June 26, 2022 "," July 2, 2022",2022,Israel,Error making sandwich
721,"June 26, 2022 - July 2, 2022",Ron Kind,Ron Kind,D,WI-3,"Tel Aviv, Israel",American Israel Education Foundation (AIEF),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024931.pdf,53,"June 26, 2022 "," July 2, 2022",2022,Israel,
722,"June 26, 2022 - July 2, 2022",Donald Bacon,Don Bacon,R,NE-2,Israel,American Israel Education Foundation.,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024943.pdf,53,"June 26, 2022 "," July 2, 2022",2022,Israel,
723,"June 26, 2022 - July 1, 2022",Jim Costa,Jim Costa,D,CA-16,"Brussels, Belgium",German Marshall Fund of the United States,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024894.pdf,53,"June 26, 2022 "," July 1, 2022",2022,Belgium,
724,"June 25, 2022 - July 1, 2022",Fred Upton,Fred Upton,R,MI-6,Tel Aviv,American Israel Education Foundation (AIEF),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024919.pdf,53,"June 25, 2022 "," July 1, 2022",2022,Israel,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

tar | $8,572.47 $978.45 $645.84 $2,112.96
Traveler

Accompanying [9807247 $978.45 $645.84 $2,112.96
"
725,"June 26, 2022 - July 1, 2022",Joshua Gottheimer,Josh Gottheimer,D,NJ-5,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024962.pdf,54,"June 26, 2022 "," July 1, 2022",2022,Israel,")
$9,400.47 $978.45 $645.84 $2,112.96
Traveler
Accompanying $9,400.47 $978.45 $645.84 $2,112.96
"
726,"June 25, 2022 - June 30, 2022",Natasha Wood,Jim Costa,D,CA-16,"Brussels, Belgium",German Marshall Fund of the United States,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024896.pdf,54,"June 25, 2022 "," June 30, 2022",2022,Belgium,")
Traveler $2,098.27 $780 $270 N/A
Accompanying |N/A N/A N/A N/A
"
727,"June 24, 2022 - June 29, 2022",Jake Steinberg,Ted Deutch,D,FL-22,"Brusseles, Belgium",German Marshall,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024889.pdf,54,"June 24, 2022 "," June 29, 2022",2022,Belgium,")
Traveler $1,765.57 $585 $270 N/A
Accompanying |N/A N/A N/A N/A
"
728,"June 25, 2022 - June 29, 2022",Steven Cohen,Steve Cohen,D,TN-9,"Brussels, Belgium",German Marshall Fund of the United States,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024903.pdf,54,"June 25, 2022 "," June 29, 2022",2022,Belgium,")
Traveler $5,977.86 $585 $270 N/A
Accompanying |N/A N/A N/A N/A
"
729,"June 26, 2022 - June 29, 2022",Theodore E. Deutch,Ted Deutch,D,FL-22,"Brussels, Belgium",German Marshall Fund of the United States,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024904.pdf,54,"June 26, 2022 "," June 29, 2022",2022,Belgium,Error making sandwich
730,"June 18, 2022 - June 26, 2022",Ernest Audino,Michael Waltz,R,FL-6,Israel,American Israel,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024888.pdf,54,"June 18, 2022 "," June 26, 2022",2022,Israel,")
$10,090.83 $2,469.66 $1,211.81 $4,856.55
Traveler breakdown attached
Accompanying
"
731,"May 27, 2022 - June 7, 2022",Izmira Aitch,Gwen Moore,D,WI-4,Jerusalem,Rebuilding Alliance,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024821.pdf,54,"May 27, 2022 "," June 7, 2022",2022,Israel,")
$2,035 including $1995 $520 Tour guides §1291
, Travel .COVID tests, Misc. $596
= airfare and minibus Total $1887 ess
Accompanying |n/a Ma nla nla
"
732,"May 27, 2022 - June 6, 2022",Diana DeGette,Diana DeGette,D,CO-1,Japan,U.S. Association of Former Members of Congress (FMC),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024737.pdf,54,"May 27, 2022 "," June 6, 2022",2022,Japan,")
$1,127.14 (Translator, Guide, Covid
Traveler $11 213.44 $1,350.93 $757.79 Test, Room Rental, Luggage Transfer,
Entry Fees)
Accompanying
"
733,"May 30, 2022 - June 6, 2022",Kathleen Rice,Kathleen Rice,D,NY-4,"Geneva, Switzerland",The Aspen Institue Inc.,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024789.pdf,54,"May 30, 2022 "," June 6, 2022",2022,Switzerland,")
3800 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)
Accompanying $3800 $0 $776 $1210 ((private meeting and dining
"
734,"May 27, 2022 - June 6, 2022",Diana DeGette,Diana DeGette,D,CO-1,"Kyoto, Japan",United States Association of Former Members of Congress and Sasakawa Peace Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024816.pdf,54,"May 27, 2022 "," June 6, 2022",2022,Japan,")
$1,127.14 (Translator, Guide, Covid
Traveler $11 213.44 $1,350.93 $757.79 Test, Room Rental, Luggage Transfer,
Entry Fees)
Accompanying
"
735,"May 30, 2022 - June 6, 2022",Jan Schakowsky,Jan Schakowsky,D,IL-9,"Geneva, Switzerland","Aspen Institute, Inc., Democracy Fund, Henry Luce Foundation, Rockefeller Brothers Fund, and Carnegi",Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024767.pdf,54,"May 30, 2022 "," June 6, 2022",2022,Switzerland,")

$2370 $1525 $776 $1210 (private meeting and dining

Traveler space, AV, conference services)
i $1210 ((private meeting and dining

— ae liad a $776 space, AV, conference services)
"
736,"May 31, 2022 - June 5, 2022",Earl Blumenauer,Earl Blumenauer,D,OR-3,"Geneva, Switzerland","Aspen Institute, Inc., Democracy Fund, Henry Luce Foundation, Rockefeller Brothers Fund, and Carnegi",Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024707.pdf,54,"May 31, 2022 "," June 5, 2022",2022,Switzerland,")

$5274 $1525 $776 $1210 (private meeting and dining

space, AV, conference services)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler
ee

‘ $1210 ((private meeting and dining
ARCOMpanyNy $5980 $0 $776 space, AV, conference services)
"
737,"May 29, 2022 - June 5, 2022",Fred Upton,Fred Upton,R,MI-6,"Geneva, Switzerland","Aspen Institute, Inc., Democracy Fund, Henry Luce Foundation, Rockefeller Brothers Fund, and Carnegi",Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024711.pdf,54,"May 29, 2022 "," June 5, 2022",2022,Switzerland,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$5360 $1525 $776 $1210 (private meeting and dining
Traveler space, AV, conference services)

$1210 ((private meeting and dining
space, AV, conference services)

Accompanying | $5360
"
738,"May 30, 2022 - June 5, 2022",Lisa Blunt Rochester,Lisa Blunt Rochester,D,DE-1,"Geneva, Switzerland","Aspen Institute, Inc., Democracy Fund, Henry Luce Foundation, Rockefeller Brothers Fund, and Carnegi",Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024717.pdf,54,"May 30, 2022 "," June 5, 2022",2022,Switzerland,")
2535 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)

Accompanying
"
739,"May 31, 2022 - June 5, 2022",Dina Titus,Dina Titus,D,NV-1,"Geneva, Switzerland",Aspen Institute,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024843.pdf,54,"May 31, 2022 "," June 5, 2022",2022,Switzerland,Error making sandwich
740,"May 30, 2022 - June 5, 2022",Lisa Blunt Rochester,Lisa Blunt Rochester,D,DE-1,"Geneva, Switzerland",Aspen Institute,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024852.pdf,54,"May 30, 2022 "," June 5, 2022",2022,Switzerland,")
2535 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)

Accompanying
"
741,"May 31, 2022 - June 5, 2022",Dina Titus,Dina Titus,D,NV-1,Geneva,Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024679.pdf,54,"May 31, 2022 "," June 5, 2022",2022,Geneva,")

$3800 $1525 $776 $1210 (private meeting and dining
Traveler : space, AV, conference services)
Accompanying $3800 $0 $776 : $1210 ((private meeting and dining

. space, AV, conference services)

"
742,"May 30, 2022 - June 5, 2022",Michael Quigley,Mike Quigley,D,IL-5,Geneva,The Aspen Institute Inc. (Congressional Program),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024691.pdf,54,"May 30, 2022 "," June 5, 2022",2022,Geneva,")
7550 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)
Accompanying $7550 $0 $776 $1210 ((private meeting and dining
"
743,"May 31, 2022 - June 5, 2022",Earl Blumenauer,Earl Blumenauer,D,OR-3,Geneva,The Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024699.pdf,54,"May 31, 2022 "," June 5, 2022",2022,Geneva,")

$5274 $1525 $776 $1210 (private meeting and dining

space, AV, conference services)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler
ee

‘ $1210 ((private meeting and dining
ARCOMpanyNy $5980 $0 $776 space, AV, conference services)
"
744,"May 27, 2022 - June 5, 2022",Amber Milenkevich,Al Lawson,D,FL-5,Tel Aviv,Rebuilding Alliance,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024774.pdf,55,"May 27, 2022 "," June 5, 2022",2022,Israel,")

Total Meal
Expenses

Total Transportation Total Lodging
Expenses Expenses

Tour guides $1291
Travel insurance,COVID tests, Misc. $596
Total $1887

Traveler

$2,086 pees

Accompanying |n/a n/a n/a

"
745,"May 29, 2022 - June 5, 2022",Jim Cooper,Jim Cooper,D,TN-5,"Geneva, Switzerland",Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024745.pdf,55,"May 29, 2022 "," June 5, 2022",2022,Switzerland,")
4550 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)
Accompanying $250 $0 $776 $1210 ((private meeting and dining
"
746,"May 29, 2022 - June 5, 2022",Ami Bera,Ami Bera,D,CA-7,"Geneva, Switzerland",The Aspen Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024775.pdf,55,"May 29, 2022 "," June 5, 2022",2022,Switzerland,")
2640 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)
Accompanying $3340 $0 $776 $1210 ((private meeting and dining
"
747,"May 31, 2022 - June 5, 2022",Rick Larsen,Rick Larsen,D,WA-2,Geneva,The Aspen Institute Inc. (Congressional Program),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024756.pdf,55,"May 31, 2022 "," June 5, 2022",2022,Geneva,")
3750 $1210 (private meeting and dining
Traveler $ $1 525 $776 space, AV, conference services)
Accompanying $3450 $0 $776 $1210 ((private meeting and dining
"
748,"May 28, 2022 - June 5, 2022",Ruben Goddard,Donald M. Payne Jr.,D,NJ-10,Jerusalem,Rebuilding Alliance,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024825.pdf,55,"May 28, 2022 "," June 5, 2022",2022,Israel,")
Tour guides $1291
Traveler $2,217 $1995 $520 Travel insurance, COVID tests, Miso. $596
Total $1887
Accompanying |n/a n/a n/a n/a
"
749,"May 29, 2022 - June 4, 2022",Scott Friedman,John Katko,R,NY-24,"Kuala Lumpur, Malaysia",New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024832.pdf,55,"May 29, 2022 "," June 4, 2022",2022,Malaysia,")

$15,000.00 $900.00 $250.00 Increase in the good

faith estimate on

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler transportation costs was

due_to—increased airline

Accompanying fees and late booking at

. the same class level as
"
750,"May 28, 2022 - June 4, 2022",August Pfluger,August Pfluger,R,TX-11,"Kyoto, Japan",United States Association of Former Members of Congress and Sasakawa Peace Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024703.pdf,55,"May 28, 2022 "," June 4, 2022",2022,Japan,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$14 939.99 $676.98 $81 6. 1 7 $1,144.73 (Translators, Covid Test,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying | $14,887.86 $676.98 $710.23 Room Rantala Ents Fees lusocge

"
751,"May 28, 2022 - June 4, 2022",Deborah Ross,Deborah Ross,D,NC-2,"Kyoto, Japan",United States Association of Former Members of Congress and Sasakawa Peace Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024706.pdf,55,"May 28, 2022 "," June 4, 2022",2022,Japan,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1 2 490.12 $676.98 $81 7.69 $1,144.73 (Translators, Covid Test,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying | $12,437.99 $676.98 $817.69 Room Rantala Ents Fees lusocge

"
752,"May 28, 2022 - June 4, 2022",John R. Curtis,John Curtis,R,UT-3,"Kyoto, Japan",United States Association of Former Members of Congress and Sasakawa Peace Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024714.pdf,55,"May 28, 2022 "," June 4, 2022",2022,Japan,
753,"May 29, 2022 - June 4, 2022",Scott Friedman,John Katko,R,NY-24,"Kuala Lumpur, Malaysia",New York Center for Foreign Policy Affairs,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024902.pdf,55,"May 29, 2022 "," June 4, 2022",2022,Malaysia,")

$15,000.00 $900.00 $250.00 Increase in the good

faith estimate on

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler transportation costs was

due_to—increased airline

Accompanying fees and late booking at

. the same class level as
"
754,"May 28, 2022 - June 4, 2022",Raul Ruiz,Raul Ruiz,D,CA-36,"Kyoto, Japan",United States Association of Former Members of Congress and Sasakawa Peace Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024723.pdf,55,"May 28, 2022 "," June 4, 2022",2022,Japan,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1 1 278.29 $676.98 $808.97 $1,144.73 (Translators, Covid Test,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying |$11,226.16 $676.98 $703.03 $709.11 CMranslators, Covd Test

"
755,"May 29, 2022 - June 4, 2022",Andrew Lock,John Katko,R,NY-24,"Kuala Lumpur, Malaysia",New York Center for Foreign Policy Affairs,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024776.pdf,55,"May 29, 2022 "," June 4, 2022",2022,Malaysia,")

$15,000.00 $900.00 $250.00 Increase in the good

faith estimate on

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler transportation costs was

due_to—increased airline

Accompanying fees and late booking at

. the same class level as
"
756,"May 29, 2022 - June 4, 2022",Claire Osborn,Andy Barr,R,KY-6,"Kuala Lumpur, Malaysia",New York Center for Foreign Policy Affairs,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024761.pdf,55,"May 29, 2022 "," June 4, 2022",2022,Malaysia,")

Total Meal
Expenses

Total Transportation Total Lodging
Expenses Expenses

Traveler

Accompanying
"
757,"May 28, 2022 - June 4, 2022",Darren Soto,Darren Soto,D,FL-9,"Kyoto, Japan",United States Association of Former Members of Congress and Sasakawa Peace Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024762.pdf,55,"May 28, 2022 "," June 4, 2022",2022,Japan,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1 1 51 0.1 5 $676.98 $81 3.14 $1,319.73 (Translators, Covid Testing,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying | $11,458.02 $676.98 $707.20 $864.14 (Transiators, Covd Testing,

"
758,"May 30, 2022 - June 3, 2022",Yuri Beckelman,Derek Kilmer,D,WA-6,"Bogota, Colombia",International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024698.pdf,58,"May 30, 2022 "," June 3, 2022",2022,Colombia,")

n/a

Total Meal
Expenses

Total Transportation
Expenses

1456.22

Total Lodging
Expenses

Traveler

Accompanying
"
759,"May 28, 2022 - June 2, 2022",Larry Bucshon,Larry Bucshon,R,IN-8,"Tokyo, Japan",U.S. Association of Former Members of Congress (FMC),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024749.pdf,59,"May 28, 2022 "," June 2, 2022",2022,Japan,")

$13,605.67 $531.26 $563.94 $776.66 (Translator, Local Guide,

Traveler Covid Test, Room Rentals)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Accompanying |$13,553.54 $531.26 $458.00 $341.04 (Translator, Local Guide,

Covid Test, Room Rentals)

"
760,"May 20, 2022 - May 29, 2022",Scott Olson,Kurt Schrader,D,OR-5,"Ankara, Turkey",Atlantic Council in Turkey,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024555.pdf,59,"May 20, 2022 "," May 29, 2022",2022,Turkey,")
Traveler $1768.80 $524.93 $106.00 Visa fee: $51.50
Accompanying
"
761,"May 20, 2022 - May 29, 2022",Scott Olson,Kurt Schrader,D,OR-5,"Ankara, Turkey",Atlantic Council in Turkey,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024552.pdf,59,"May 20, 2022 "," May 29, 2022",2022,Turkey,
762,"May 21, 2022 - May 27, 2022",James E. Dolbow,Austin Scott,R,GA-8,"Ankara, Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024557.pdf,59,"May 21, 2022 "," May 27, 2022",2022,Turkey,")

Total Transportation —_| Total Lodging Total Meal
Expenses Expenses Expenses

$3094.40 $106.00 Visa fee: $51.50

Accompanying
"
763,"May 21, 2022 - May 27, 2022",Zack Laven,David Schweikert,R,AZ-6,"Ankara, Turkey",Atlantic Council,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024561.pdf,60,"May 21, 2022 "," May 27, 2022",2022,Turkey,")
Traveler $3078.60 $571.73 $106.00 Visa fee: $51.50
Accompanying
"
764,"May 23, 2022 - May 26, 2022",Samantha Medlock,Kathy Castor,D,FL-14,"Hamilton, Bermuda",Bermuda Business Development Agency,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024591.pdf,60,"May 23, 2022 "," May 26, 2022",2022,"Hamilton, Bermuda",")
$1452.2 $1858.17 $148.45 $100 Airport Parking
Traveler $32.45 Taxi
Accompanying N/A N/A N/A N/A
"
765,"May 3, 2022 - May 10, 2022",Kelly Armstrong,Kelly Armstrong,R,ND-1,Israel,National Society for Hebrew Day Schools (a/k/a Torah u'Mesorah),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024501.pdf,60,"May 3, 2022 "," May 10, 2022",2022,Israel,") |

$3,193.06 $4,053.78 $682.66 $4,752.34
Traveler (see attachment for itemization)
Accompanying |N/A N/A NIA “WA
"
766,"May 3, 2022 - May 10, 2022",Tom Tiffanyi,Tom Tiffany,R,WI-7,Israel,National Society for Hebrew Day Schools,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024471.pdf,60,"May 3, 2022 "," May 10, 2022",2022,Israel,Error making sandwich
767,"April 29, 2022 - May 8, 2022",Brian Babin,Brian Babin,R,TX-36,Israel,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024397.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,")
$15,900.56 $2442.00 $1940.00 $4570.00

Traveler

Accompanying $15,900.56 $2442.00 $1940.00 $4570.00

"
768,"April 29, 2022 - May 8, 2022",Jose Luis Correa,J. Luis Correa,D,CA-46,"Tel Aviv, Israel",U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024554.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,")
$15,625.56 $2442.00 $1940.00 $4570.00

Traveler

Accompanying $15,625.56 $2442.00 $1940.00 $4570.00

"
769,"April 29, 2022 - May 8, 2022",Andy Harris,Andy Harris,R,MD-1,Tel Aviv,U.S. Israel Education Association (USIEA),Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024490.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,")
$13,100.55 $2442.00 $1940.00 $4570.00
Traveler
Accompanying $500.00 N/A N/A N/A
"
770,"April 29, 2022 - May 8, 2022",Lisa Canini,Bennie Thompson,D,MS-2,Israel,U.S Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024486.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,")

$4570.00

6. x All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment.
Signify statement is true by checking box.

Total Meal
Expenses

$1940.00

Total Transportation Total Lodging
Expenses Expenses

$2442.00

Traveler

Accompanying

"
771,"April 29, 2022 - May 8, 2022",Travis Trejo,Andy Harris,R,MD-1,Tel Aviv,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024510.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,")
$5463.46 $2442.00 $1940.00 $4570.00
Traveler
Accompanying
"
772,"April 29, 2022 - May 8, 2022",Jose Luis Correa,J. Luis Correa,D,CA-46,Israel,U.S Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024538.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,
773,"April 29, 2022 - May 8, 2022",Neal Dunn,Neal Dunn,R,FL-2,Israel,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024448.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,
774,"April 29, 2022 - May 8, 2022",Mike Bost,Mike Bost,R,IL-12,Israel,U.S. Israel Education Association,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024420.pdf,60,"April 29, 2022 "," May 8, 2022",2022,Israel,")
$12,900.56 $2442.00 $1940.00 $4570.00

Traveler

Accompanying $12,900.56 $2442.00 $1940.00 $4570.00

"
775,"May 6, 2022 - May 6, 2022",Paola Guzman,Sara Jacobs,D,CA-53,"Tijuana, Mexico",The Council for Golobal Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024390.pdf,60,"May 6, 2022 "," May 6, 2022",2022,Mexico,")
Travel $448 $0 $58.75 $633 (Security, interpreter,
Traveler Covid test/masks)
Accompanying
"
776,"May 5, 2022 - May 6, 2022",Juan Vargas,Juan Vargas,D,CA-51,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024484.pdf,61,"May 5, 2022 "," May 6, 2022",2022,Mexico,")

$172 $0 $58.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
777,"May 5, 2022 - May 6, 2022",Lawrence Cohen,Juan Vargas,D,CA-51,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024485.pdf,61,"May 5, 2022 "," May 6, 2022",2022,Mexico,")

$172 $0 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
778,"May 5, 2022 - May 6, 2022",Rafael Elizalde,Mark Takano,D,CA-41,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024722.pdf,61,"May 5, 2022 "," May 6, 2022",2022,Mexico,")

$172 $181 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
779,"May 6, 2022 - May 6, 2022",Paola Guzman,Sara Jacobs,D,CA-53,"Tijuana, Mexico",The Couuncil for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024387.pdf,62,"May 6, 2022 "," May 6, 2022",2022,Mexico,
780,"May 5, 2022 - May 6, 2022",Rafael Elizalde,Mark Takano,D,CA-41,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024388.pdf,62,"May 5, 2022 "," May 6, 2022",2022,Mexico,
781,"May 6, 2022 - May 6, 2022",Sara Jacobs,Sara Jacobs,D,CA-53,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/MT/2022/500024389.pdf,62,"May 6, 2022 "," May 6, 2022",2022,Mexico,
782,"May 5, 2022 - May 6, 2022",Lucas Pinon,Raul Ruiz,D,CA-36,"Tijuana, Mexico",The Council for Global Equality,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500024441.pdf,62,"May 5, 2022 "," May 6, 2022",2022,Mexico,")

$1372 $181 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
