,row,cost
873,2711,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1 2,490.1 2 $676.98 $81 7.69 $1,144.73 (Translators, Covid Test,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying $1 2,437.99 $676.98 $81 7.69 $709.11 (Translators, Covid Test,

: Room Rentals, Entry Fees, luggage
"
874,2714,")

$15,000.00 $900.00 $250.00 Increase in the good

faith estimate on

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler
transportation costs was
due_to—increased airline

Accompanyin fees and late booking at

. panying the same class level as

"
875,2715,")

$1 1 5278.29 $676.98 $808.97 $1,144.73 (Translators, Covid Test,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler Room Rentals, Entry Fees, luggage
transfer, Guide)
A $709.11 (Translators, Covid Test,
Accompanying $11,226.16 $676.98 $703.03 Room Rentals, Entry Fees, luggage
"
876,2716,")

$1 1 5278.29 $676.98 $808.97 $1,144.73 (Translators, Covid Test,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler Room Rentals, Entry Fees, luggage
transfer, Guide)
A $709.11 (Translators, Covid Test,
Accompanying $11,226.16 $676.98 $703.03 Room Rentals, Entry Fees, luggage
"
877,2717,")

$15,000.00 $900.00 $250.00 Increase in the good

faith estimate on

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler
transportation costs was
due_to—increased airline

Accompanyin fees and late booking at

. panying the same class level as

"
878,2718,")

Total Meal
Expenses

Total Transportation Total Lodging
Expenses Expenses

Traveler

Accompanying
"
879,2719,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1 1 51 0.15 $676.98 $81 3.14 $1,319.73 (Translators, Covid Testing,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying $1 1 ,458.02 $676.98 $707.20 $884.11 (Translators, Covid Testing,

: Room Rentals, Entry Fees, luggage
"
880,2720,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$1 1 51 0.15 $676.98 $81 3.14 $1,319.73 (Translators, Covid Testing,

Room Rentals, Entry Fees, luggage
transfer, Guide)

Accompanying $1 1 ,458.02 $676.98 $707.20 $884.11 (Translators, Covid Testing,

: Room Rentals, Entry Fees, luggage
"
881,2878,")

n/a

Total Meal
Expenses

Total Transportation
Expenses

1456.22

Total Lodging
Expenses

Traveler

Accompanying
"
882,2941,")

$13,605.67 $531.26 $563.94 $776.66 (Translator, Local Guide,

Traveler Covid Test, Room Rentals)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Accompanying |$13,553.54 $531.26 $458.00 $341.04 (Translator, Local Guide,

Covid Test, Room Rentals)

"
883,2945,")
Traveler $1768.80 $524.93 $106.00 Visa fee: $51.50
Accompanying
"
884,2946,")
Traveler $1768.80 $524.93 $106.00 Visa fee: $51.50
Accompanying
"
885,2948,")

Total Transportation —_| Total Lodging Total Meal
Expenses Expenses Expenses

$3094.40 $106.00 Visa fee: $51.50

Accompanying
"
886,2949,")

Total Transportation —_| Total Lodging Total Meal
Expenses Expenses Expenses

$3094.40 $106.00 Visa fee: $51.50

Accompanying
"
887,2950,")
Traveler $3078.60 $571.73 $106.00 Visa fee: $51.50
Accompanying
"
888,2951,")
Traveler $3078.60 $571.73 $106.00 Visa fee: $51.50
Accompanying
"
889,2952,")
$1452.2 $1858.17 $148.45 $100 Airport Parking
Traveler $32.45 Taxi
Accompanying N/A N/A N/A N/A
"
890,2971,") |

$3,193.06 $4,053.78 $682.66 $4,752.34
Traveler (see attachment for itemization)
Accompanying |N/A N/A NIA “WA
"
891,2972,Error making sandwich
892,2975,")
$15,900.56 $2442.00 $1940.00 $4570.00

Traveler

Accompanying $15,900.56 $2442.00 $1940.00 $4570.00

"
893,2976,")
$15,625.56 $2442.00 $1940.00 $4570.00

Traveler

Accompanying $15,625.56 $2442.00 $1940.00 $4570.00

"
894,2977,")
$13,100.55 $2442.00 $1940.00 $4570.00
Traveler
Accompanying $500.00 N/A N/A N/A
"
895,2978,")

$4570.00

6. x All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment.
Signify statement is true by checking box.

Total Meal
Expenses

Total Transportation Total Lodging
Expenses Expenses

$2442.00

$1940.00

Traveler

Accompanying

"
896,2979,")
$5463.46 $2442.00 $1940.00 $4570.00
Traveler
Accompanying
"
897,2983,")
$12,900.56 $2442.00 $1940.00 $4570.00

Traveler

Accompanying $12,900.56 $2442.00 $1940.00 $4570.00

"
898,2985,")
Travel $448 $0 $58.75 $633 (Security, interpreter,
Traveler Covid test/masks)
Accompanying
"
899,3005,")

$172 $181 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
900,3016,")

$172 $0 $58.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
901,3018,")

$172 $0 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
902,3047,")

$172 $181 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
903,3084,")

$1372 $181 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
904,3090,")
Travel $448 $0 $58.75 $633 (Security, interpreter,
Traveler Covid test/masks)
Accompanying
"
905,3092,")

$36.00

Total Transportation
Expenses

$1100.00

Total Lodging Total Meal
Expenses Expenses

$288.00

Traveler

Accompanying
"
906,3098,")

$36.00

Total Transportation
Expenses

$1100.00

Total Lodging Total Meal
Expenses Expenses

$288.00

Traveler

Accompanying
"
907,3106,")

$172 $181 $176.75 $633 (Security, interpreter,
Covid test/masks)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
908,3116,")
Travel $1372 $181 $176.75 $633 (Security, interpreter,
Taverer Covid test/masks)
Accompanying
"
909,3126,Error making sandwich
910,3128,")
Travel $172 $181 $176.75 $633 (Security, interpreter,
Taverer Covid test/masks)
Accompanying
"
911,3150,")
980 USD 561 USD 150 USD
Traveler
Accompanying
"
912,3153,") em
$823.97 $750 $533 $141.22 - Visa and
Traveler program materials
Accompanying N/A NIA N/A N/A
"
913,3154,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Cc ion Fees: $ 484.00
$ 6,285.77 $ 1,179.95 $ 202.56 Tips: $18.20 / Travel Service: $35.00

Visa: $53.04 / COVID Test: $31.00

Cc ition Fees: $ 484.00
Accompanying $ 6,285.77 $ 800.00 $ 202.56 Tips: $16.20 / Travel Service: $35.00

"
914,3157,")

$ 3,689.89 $ 963.38 $ 194.55 Conservation Fees: $ 363.00

Traveler Tips: $13.00
Visa: $53.04 / COVID Test: $31.00

Accompanying | $ 3,689.89 $ 600.00 $ 194.55 | Conservation Fees: $ 368.00

"
915,3158,")
$ 3,689.89 $ 1,137.88 $ 249.08 Conservation Fees: $ 484.00
Traveler Tips: $19.00
Visa: $53.04 / COVID Test: $31.00
Accompanying
"
916,3159,")

$ 3,689.89 $ 1,163.38 $ 288.01 Conservation Fees: $ 484.00

Traveler Tips: $19.00
Visa: $53.04 / COVID Test: $31.00

Accompanying | $ 3,689.89 $ 800.00 $ 288.01 Conservation Fees: § 464.00

"
917,3160,")
$ 3,689.89 $ 1,137.88 $ 249.08 Conservation Fees: $ 484.00
Traveler Tips: $19.00
Visa: $53.04 / COVID Test: $31.00
Accompanying
"
918,3161,")

$ 5,028.97 $ 1,163.38 $ 288.01 Conservation Fees: $ 484.00

Traveler Tips: $19.00
Visa: $53.04 / COVID Test: $31.00

Accompanying | $ 5,028.97 $ 800.00 $ 249.08 | Conservation Fees: $ 484.00

"
919,3163,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Cc ion Fees: $ 484.00
$ 6,285.77 $ 1,179.95 $ 202.56 Tips: $18.20 / Travel Service: $35.00

Visa: $53.04 / COVID Test: $31.00

Cc ition Fees: $ 484.00
Accompanying $ 6,285.77 $ 800.00 $ 202.56 Tips: $16.20 / Travel Service: $35.00

"
920,3167,")
$2,099 (flights :
Traveler $228 (loc ) $1,270 $ 489 $114 (travel insurance)
transportation) $37 (Covid tests)
Accompanying
"
921,3168,")
$2,099 (flights :
Traveler $228 (loc ) $1,270 $ 489 $114 (travel insurance)
transportation) $37 (Covid tests)
Accompanying
"
922,3169,")
$2,099 (flights :
Traveler $228 (loc ) $1,270 $ 489 $114 (travel insurance)
transportation) $37 (Covid tests)
Accompanying
"
923,3170,")

$2,099 .
Traveler $228 (local $1,270 $ 489 $114 (travel insurance)
transportation) $37 (Covid tests)
Accompanying
"
924,3171,")
$2,099 (flights :
Traveler $228 (loc ) $1,270 $ 489 $114 (travel insurance)
transportation) $37 (Covid tests)
Accompanying
"
925,3172,")
$2,099 (flights :
Traveler $228 (loc ) $1,270 $ 489 $114 (travel insurance)
transportation) $37 (Covid tests)
Accompanying
"
926,3245,")
$2,169.37 $728 $405.89 $230 (translation serv);
Traveler $59.97 (covid test)
Accompanying
"
927,3246,")

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$825.51

$415.84 $357.50

Traveler

Accompanying
"
928,3247,")
$2,169.37 $728 $405.89 $230 (translation serv);
Traveler $59.97 (covid test)
Accompanying
"
929,3251,")
$1,605.51 $415.84 $357.50 $51.13 Antigen Test required
Traveler for Fit to Fly back to U.S.
Accompanying
"
930,3261,")

$51.13 Antigen Test required
for Fit to Fly back to U.S.

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1,605.51

$415.84 $357.50

‘Traveler

Accompanying
"
931,3262,")

$1,605.51 $415.84 $357.50 $51.13 Antigen Test required
Traveler . for Fit to Fly back to U.S.
Accompanying

"
932,3263,")

$1,605.51 $389.85 $357.50 $51.13 Antigen Test required

Traveler for Fit to Fly back to U.S.

Accompanying
"
933,3264,")

$51.13 Antigen Test required
for Fit to Fly back to U.S.

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1,605.51

$415.84 $357.50

‘Traveler

Accompanying
"
934,3266,")

$1,605.51 $389.85 $357.50 $51.13 Antigen Test required

Traveler for Fit to Fly back to U.S.

Accompanying
"
935,3267,")

$1,605.51 $389.85 $357.50 $51.13 Antigen Test required

Traveler for Fit to Fly back to U.S.

Accompanying
"
936,3268,")

$51.13 Antigen Test required
for Fit to Fly back to U.S.

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1,605.51

$415.84 $357.50

‘Traveler

Accompanying
"
937,3269,error
938,3270,")

$1,605.51 $415.84 $357.50 $51.13 Antigen Test required
‘Traveler for Fit to Fly back to U.S.
Accompanying
"
939,3271,")

$51.13 Antigen Test required
for Fit to Fly back to U.S.

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1,605.51

$415.84 $357.50

‘Traveler

Accompanying
"
940,3273,")

$51.13 Antigen Test required
for Fit to Fly back to U.S.

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1,605.51

$415.84 $357.50

‘Traveler

Accompanying
"
941,3274,")

‘Total Meal
Expenses

$357.50

Total Transportation ‘Total Lodging
Expenses Expenses

$51.13 Antigen Test required

$415.84
for Fit to Fly back to U.S.

‘Traveler

Accompanying
"
942,3275,")

$1,605.51 $415.84 $357.50 $51.13 Antigen Test required
‘Traveler for Fit to Fly back to U.S.
Accompanying
"
943,3276,")

$51.13 Antigen Test required
for Fit to Fly back to U.S.

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1,605.51

$415.84 $357.50

‘Traveler

Accompanying
"
944,3288,")
$1,582 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
945,3289,")
$1,582 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
946,3290,error
947,3291,error
948,3292,")
$1,582 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
949,3293,")
$1,582 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
950,3294,")

$87: i); $ isa);
$6,589.65 $993.24 $466.15 pete ote al elas el

$326.93 total

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying |N/A N/A N/A
"
951,3295,")

$87: i); $ isa);
$6,589.65 $993.24 $466.15 pete ote al elas el

$326.93 total

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying |N/A N/A N/A
"
952,3296,")
$30 (checked-bag); $70 (Kenya visa);
Traveler $6,937.65 $993.24 $466.15 $29 (airport expediter); $140 (covid
test) = $269 total
Accompanying |N/A N/A N/A N/A
"
953,3297,")
$30 (checked-bag); $70 (Kenya visa);
Traveler $6,937.65 $993.24 $466.15 $29 (airport expediter); $140 (covid
test) = $269 total
Accompanying |N/A N/A N/A N/A
"
954,3298,")
$70 (Kenya visa); $29 (airport
Traveler $6,675.65 $993.24 $466.15 expediter); $140 (covid test) = $239
total
Accompanying |N/A N/A N/A N/A
"
955,3299,")
$70 (Kenya visa); $29 (airport
Traveler $6,675.65 $993.24 $466.15 expediter); $140 (covid test) = $239
total
Accompanying |N/A N/A N/A N/A
"
956,3300,")
$70 (Kenya visa); $29 airport
Traveler $6,639.85 $993.24 $466.15 expediter); $140 (covid test) = $239
total
Accompanying |N/A N/A N/A N/A
"
957,3301,")
$70 (Kenya visa); $29 airport
Traveler $6,639.85 $993.24 $466.15 expediter); $140 (covid test) = $239
total
Accompanying |N/A N/A N/A N/A
"
958,3302,")
$1,047.87 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
959,3303,")
$1,047.87 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
960,3304,")
$70 (Kenya visa); $29 (airport
Traveler $6,675.65 $993.24 $466.15 expediter); $140 (covid test) = $239
Accompanying |N/A N/A N/A N/A
"
961,3305,")
$70 (Kenya visa); $29 (airport
Traveler $6,675.65 $993.24 $466.15 expediter); $140 (covid test) = $239
Accompanying |N/A N/A N/A N/A
"
962,3306,")
$70 (Kenya visa); $29 (airport
Traveler $6,589.65 $993.24 $466. 15 a pcaiioy 140 (ood txt = $239
total
Accompanying |N/A N/A N/A N/A
"
963,3307,")
$70 (Kenya visa); $29 (airport
Traveler $6,589.65 $993.24 $466. 15 a pcaiioy 140 (ood txt = $239
total
Accompanying |N/A N/A N/A N/A
"
964,3308,")
$345 (yellow fever vaccine); $70
Traveler $6,675.65 $993.24 $466.15 (Kenya visa);, $29 (airport expediter);
$140 (covid test) = $584 total
Accompanying |N/A N/A N/A N/A
"
965,3309,")
$345 (yellow fever vaccine); $70
Traveler $6,675.65 $993.24 $466.15 (Kenya visa);, $29 (airport expediter);
$140 (covid test) = $584 total
Accompanying |N/A N/A N/A N/A
"
966,3310,")
$1,582 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
967,3311,")
$1,582 $249 $253.40 $30.75 COVID test
Traveler
Accompanying
"
968,3312,Error making sandwich
969,3313,Error making sandwich
970,3314,")
$1,281.14 $200 $253.40 $30.75 COVID test
Traveler
Accompanying
"
971,3315,")
$1,281.14 $200 $253.40 $30.75 COVID test
Traveler
Accompanying
"
972,3316,")

$5,865 $1,025 $327 1 per test = $50
iraveler 7 1 antigen test = $80
Accompanying | $5,865 $0 $327 1 per test = $50
"
973,3323,")
Traveler $8,691.37 | 0 0 0 |
Accompanying |NA NA NA NA
"
974,3324,Error making sandwich
975,3325,Error making sandwich
976,3402,")
277.50 $252 $62 ground transportation and
Traveler AV $88
Accompanying
"
977,3404,Error making sandwich
978,3413,")

ground transportation and

Total Transportation Total Lodging Total Meal
Expenses Expenses

Traveler AV $88

Accompanying
| "
979,3425,")
ground transportation and
Traveler AV $88
Accompanying
"
980,3432,")
Traveler $6,732.45 $1,110.50 $1,879.94 $3,470.94
breakdown attached
Accompanying | $6,732.45 $1,110.50 $1,879.94 $3,470.94
| "
981,3433,")

$1,700.25 $2,491

breakdown attached
$1,700.25 $2,491

breakdown attached

6. [z] All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment.
Signify statement is true by checking box.

Total Meal
Expenses

Total Transportation Total Lodging
Expenses Expenses

$6,708.24 $1,683

Traveler

|
Accompanying | $6,708.24 $1,683
"
982,3434,")
$5,959.45 $1,110.50 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $5,959.45 $1,110.50 $1,879.94 $3,470.94
"
983,3435,")

$1,879.94 $3,470.94
breakdown attached

Total Meal
Expenses

Total Transportation
Expenses

Total Lodging
Expenses

$6,266.45

Traveler

Accompanying
"
984,3436,")
$6,266.45 $2,032 $1,879.94 $3,470.94
Traveler
breakdown attached
Accompanying
"
985,3437,")
Tiawdlee $7,705.85 $1,201.75 $1,879.94 $3,470.94 |
| breakdown attached |
Accompanying | $8,570.45 $1,201.75 $1,879.94 $3,470.94
"
986,3438,")
$8,220.45 $1,201.75 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $8,220.45 $1,201.75 $1,879.94 $3,470.94
"
987,3439,")

$10,549.45 $1,201.75 $1,879.94 $3,470.94 |

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Race breakdown attached
Accompanying | $8,620.45 $1,201.75 $1,879.94 $3,470.94
"
988,3440,")
Traveler $7,705.85 $2,199.50 $1,879.94 $3,470.94
breakdown attached
Accompanying
"
989,3441,")
$8,220.45 $1,201.75 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $8,220.45 $1,201.75 $1,879.94 $3,470.94
"
990,3442,")
$5,959.45 $1,110.50 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $5,959.45 $1,110.50 $1,879.94 $3,470.94
"
991,3443,")

$1,879.94 $3,470.94
breakdown attached

Total Meal
Expenses

Total Transportation
Expenses

Total Lodging
Expenses

$6,266.45

Traveler

Accompanying
"
992,3444,")
$5,962.95 $1,103 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $12,393.55 $1,103 $1,879.94 $3,470.94
"
993,3445,")

$6,062.45 $2,032 $1,879.94 $3,470.94
breakdown attached

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
994,3446,")
$6,266.45 $2,032 $1,879.94 $3,470.94
Traveler
breakdown attached
Accompanying
"
995,3447,")
$8,820.45 $1,201.75 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $8,820.45 $1,201.75 $1,879.94 $3,470.94
"
996,3448,Error making sandwich
997,3449,")

Traveler $7,712.64 $3,207 $1,700.25 $2,491

breakdown attached
Accompanying
"
998,3450,")
 sreaeler $5,045.52 $1,683 $1,700.25 $2,491
. [ | breakdown attached
Accompanying | $5,142.64 $1,683 $1,700.25 $2,491
"
999,3451,")

$9,162.24 $1,683 $1,700.25 $2,491
Accompanying | $9,161.91 $1,683 $1,700.25 $2,491
"
1000,3452,")
Traveler $7,598.74 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $6,716.74 $1,683 $1,700.25 $2,491
"
1001,3453,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$8,077.74 $1,683 $1,700.25 $2,491

Traveler breakdown attached

$1,700.25 $2,491

Accompanying | $8,077.74
breakdown attached

"
1002,3454,")

Traveler $7,712.64 $3,207 $1,700.25 $2,491

breakdown attached
Accompanying
"
1003,3455,")

$9,162.24 $1,683 $1,700.25 $2,491
Accompanying | $9,161.91 $1,683 $1,700.25 $2,491
"
1004,3457,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler $6,857.74 $1,683 $1,700.25 $2,491
‘ breakdown attached

Accompanying | $6,857.74 $1,700.25 $2,491
"
1005,3458,")

$8,362.24 $1,683 $1,700.25 $2,491
breakdown attached

Total Transportation Total Lodging Total Meal
| Expenses Expenses Expenses

| Traveler

| Accompanying | $8,362.24 $1,683 $1,700.25 $2,491
"
1006,3459,")
Traveler $5,525.13 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $5,812.73 $1,683 $1,700.25 $2,491
"
1007,3460,")
$8,311.13 $1,683 $1,700.25 $2,491
Traveler breakdown attached
Accompanying | $8,311.13 $1,683 $1,700.25 $2,491
"
1008,3461,")
Traveler $5,981.63 $3,207 $1,700.25 $2,491
breakdown attached
Accompanying
"
1009,3462,")
Traveler $5,981.63 $3,207 T$1 ,700.25 $2,491
breakdown attached
Accompanying
"
1010,3463,")
Traveler $8,261.74 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $8,266.74 $1,683 $1,700.25 $2,491
"
1011,3464,")
Traveler $8,531.74 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $8,531.74 $1,683 $1,700.25 $2,491
"
1012,3465,")

$5,235.53 $1,683 $1,700.25 $2,491

aveler breakdown attached

Accompanying | $5,235.53 $1,683 $1,700.25 $2,491

"
1013,3466,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler $6,857.74 $1,683 $1,700.25 $2,491
‘ breakdown attached

Accompanying | $6,857.74 $1,700.25 $2,491
"
1014,3467,Error making sandwich
1015,3468,")
Traveler $8,717.24 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $8,697.24 $1,683 $1,700.25 $2,491
"
1016,3469,")

$8,362.24 $1,683 $1,700.25 $2,491
breakdown attached

Total Transportation Total Lodging Total Meal
| Expenses Expenses Expenses

| Traveler

| Accompanying | $8,362.24 $1,683 $1,700.25 $2,491
"
1017,3470,")
Traveler $6,793.73 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $6,793.73 $1,683 $1,700.25 $2,491
"
1018,3471,")
Traveler $5,525.13 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $5,812.73 $1,683 $1,700.25 $2,491
"
1019,3473,")

Traveler $6,708.24 $1,683 $1,700.25 $2,491

breakdown attached
Accompanying | $6,708.24 $1,683 $1,700.25 $2,491
"
1020,3474,") vem
Traveler $9,262.24 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $9,262.24 $1,683 $1,700.25 $2,491
"
1021,3475,")
Traveler $5,536.58 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $5,536.58 $1,683 $1,700.25 $2,491
"
1022,3476,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler $6,608.24 $1,700.25 $2,491

breakdown attached
Accompanying | $6,608.24 $1,700.25 $2,491
"
1023,3477,")
Traveler $6,708.24 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $6,708.24 $1,683 $1,700.25 $2,491
"
1024,3478," _|
Travel $8,262.24 $1,683 $1,700.25 $2,491
Pa breakdown attached
+— +
Accompanying | $8,262.24 $1,683 $1,700.25 $2,491
"
1025,3479,Error making sandwich
1026,3480,")

Traveler $7,066.82 $1,683 $1,700.25 $2,491

breakdown attached
Accompanying | $6,468.03 $1,683 $1,700.25 $2,491
"
1027,3481,")
$5,790 $2,342.50 $1,204 See Attached
Traveler
Accompanying $5,290 $140 $1,204 See Attached
"
1028,3482,")
$7,390 $2,342 $1,204 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1029,3483,")
$5,790 $2,342.50 $1,204 See Attached
Traveler
Accompanying $5,290 $140 $1,204 See Attached
"
1030,3484,")
$10,415.95 $1,360.50 $1,879.94 $3,470.94
Traveler breakdown attached
Accompanying | $12,393.55 $1,360.50 $1,879.94 $3,470.94
"
1031,3485,")
$6,788 $2,342.50 $1,204 See Attached
Traveler
Accompanying | 55:788 $140 $1,204 See Attached
"
1032,3486,")

See Attached

Total Meal
Expenses

$1,204

Total Lodging
Expenses

$2,342

Total Transportation
Expenses

$8,950

Traveler

Accompanying N/A
"
1033,3487,")
$7,278 $2,037 $1,204 See Attached
Traveler
Accompanying $12,990 $140 $1,204 See Attached
"
1034,3488,")
$5,960 $2,342 $1,204 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1035,3489,")
$7,229 $2,342 $1,204 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1036,3490,")
Traveler $8,931.74 $1,683 $1,700.25 $2,491
breakdown attached
Accompanying | $8,931.74 $1,683 $1,700.25 $2,491
"
1037,3491,")
$7,390 $2,342 $1,204 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1038,3492,")
$9,820 $2,342 $1,204 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1039,3493,")
$12,990 $2,342 $1,204 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1040,3494,")
$5,790 $2,342.50 $1,204 See Attached
Traveler
Accompanying $5,290 $140 $1,204 See Attached
"
1041,3495,")
$6,445.45 $730 $1,135.77 $3,470.94
Traveler breakdown attached
Accompanying | $6,445.45 $730 $1,135.77 $3,470.94
"
1042,3496,")

$7,762.24 $1,710 $1,296.24 = [$2,491
Traveler ree | breakdown attached
Accompanying
"
1043,3497,")

$7,762.24 $1,710 $1,296.24 = [$2,491
Traveler ree | breakdown attached
Accompanying
"
1044,3499,")
$6,388 $2,037 $1,204 See Attached
Traveler
Accompanying $10,469 $140 $1,204 See Attached
"
1045,3501,")
$8,970.45 $1,005 $359.14 $3,470.94
Traveler breakdown attached
Accompanying
"
1046,3595,")
$6,074.17 $850 $336.33 $140 - Conference
Traveler material and equipment
Accompanying N/A N/A N/A N/A
"
1047,3596,")
$5159.67 $1548.00 $725 $38.50 Covid Test
Traveler ;
Accompanying
"
1048,3597,")
$5300 $1548.00 $725 $38.50 Covid Test
Traveler
Accompanying $5150 $148 $700 $38.50 Covid Test
"
1049,3598,")
$5300 $1548.00 $725 $38.50 Covid Test
Traveler
Accompanying $5150 $148 $700 $38.50 Covid Test
"
1050,3599,")
Travel $4671.77 $666.00 $171.13 $88.00 Lebanon visa
Faveler $12.50 PCR test in Lebanon
Accompanying | $4671.77 $666.00 $177.70 $88.00 Lebanon visa
"
1051,3602,")
$5933.77 $1548.00 $725 $38.50 Covid Test
Traveler .
Accompanying | $3217.67 $148 $700 $38.50 Covid Test
"
1052,3603,")
$5933.77 $1548.00 $725 $38.50 Covid Test
Traveler .
Accompanying | $3217.67 $148 $700 $38.50 Covid Test
"
1053,3604,") |
$10,664.20 $1548.00 $725 $38.50 Covid Test
Traveler , .
7 a +
Accompanying
"
1054,3605,")

$38.50 Covid Test

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$8290.97 $725

Traveler

$38.50 Covid Test

Accompanying | $8140.97 $700
"
1055,3606,")
$5300 $1548.00 $725 $38.50 Covid Test
Traveler
Accompanying $5150 $148 $700 $38.50 Covid Test
"
1056,3608,")
Teh $4766.67 $888.00 $315.37 $88.00 Lebanon visa
raveler $12.50 PCR Test in Lebanon
Accompanying |N/A N/A
"
1057,3610,Error making sandwich
1058,3611,")

tale | $3143.47 $1548.00 $725 $38.50 Covid Test
Traveler

Accompanying

"
1059,3675,")
$11,899 $2,557 $780.96 See Attached
Traveler
Accompanying $10,121 $122 $780.96 See Attached
"
1060,3676,")
$10,695.00 $2,557 $780.96 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1061,3677,")
$10,695.00 $2,557 $780.96 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1062,3678,")
$12,838 $2,557 $780.96 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1063,3679,")
$12,838 $2,557 $780.96 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
1064,3680,")
$9,899 $2,557 $780.96 See Attached
Traveler
Accompanying $9,899 $122 $780.96 See Attached
"
1065,3681,")
$9,899 $2,557 $780.96 See Attached
Traveler
Accompanying $9,899 $122 $780.96 See Attached
"
1066,3682,")
$9,899 $2,557 $780.96 See Attached
Traveler
Accompanying $10,599 $122 $780.96 See Attached
"
